year,id,espacios(rótulo_refined),Dirección,Epígrafe de actividad,Fecha de la inspección,Tipo de actuación,Perfil de la actividad,Estado higiénico sanitario,Frecuencia de inspección,macroetiquetas,year_2018,id_2,Fecha de la inspección_2,Tipo de actuación_2,Perfil de la actividad_2,Estado higiénico sanitario_2,Frecuencia de inspección_2,mejora o empeora,latitude,longitude,final_district,owner (education only),Denominación genérica,fuente alternativa
2018,4191,EL CORTE INGLES,AVENIDA ANDES NUM 50 ,"471102 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (GRANDES SUPERFICIES)",01/02/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4564336,-3.6178227,Hortaleza,,,
2018,4192,EL CORTE INGLES,AVENIDA ANDES NUM 50 ,472202 - COMERCIO AL POR MENOR DE CHARCUTERIA,01/02/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4564336,-3.6178227,Hortaleza,,,
2018,4193,EL CORTE INGLES,AVENIDA ANDES NUM 50 ,561004 - BAR RESTAURANTE,01/02/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4564336,-3.6178227,Hortaleza,,,
2018,3852,SUPERMERCADO DE HIPERCOR,AVENIDA ANDES NUM 50 ,"471102 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (GRANDES SUPERFICIES)",19/10/2018,Programada,Prioridad media,Favorable condicionado,Media,comercio,,,,,,,,,40.4564336,-3.6178227,Hortaleza,,,
2018,3853,SUPERMERCADO DE HIPERCOR,AVENIDA ANDES NUM 50 ,472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,01/02/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4564336,-3.6178227,Hortaleza,,,
2018,3854,SUPERMERCADO DE HIPERCOR,AVENIDA ANDES NUM 50 ,472201 - COMERCIO AL POR MENOR DE CARNICERIA,01/02/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4564336,-3.6178227,Hortaleza,,,
2018,3855,SUPERMERCADO DE HIPERCOR,AVENIDA ANDES NUM 50 ,472202 - COMERCIO AL POR MENOR DE CHARCUTERIA,01/02/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4564336,-3.6178227,Hortaleza,,,
2018,3856,SUPERMERCADO DE HIPERCOR,AVENIDA ANDES NUM 50 ,"472206 - COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",01/02/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4564336,-3.6178227,Hortaleza,,,
2018,3857,SUPERMERCADO DE HIPERCOR,AVENIDA ANDES NUM 50 ,472302 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,27/02/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4564336,-3.6178227,Hortaleza,,,
2018,3858,SUPERMERCADO DE HIPERCOR,AVENIDA ANDES NUM 50 ,472401 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,01/02/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4564336,-3.6178227,Hortaleza,,,
2018,3859,SUPERMERCADO DE HIPERCOR,AVENIDA ANDES NUM 50 ,"472404 - COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",01/02/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4564336,-3.6178227,Hortaleza,,,
2018,3860,SUPERMERCADO DE HIPERCOR,AVENIDA ANDES NUM 50 ,472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,01/02/2018,Programada,Prioridad alta,Favorable,Alta,comercio,,,,,,,,,40.4564336,-3.6178227,Hortaleza,,,
2018,3861,SUPERMERCADO DE HIPERCOR,AVENIDA ANDES NUM 50 ,472901 - COMERCIO AL POR MENOR DE PRODUCTOS DE HERBOLARIO,01/02/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4564336,-3.6178227,Hortaleza,,,
2018,3862,SUPERMERCADO DE HIPERCOR,AVENIDA ANDES NUM 50 ,472905 - COMERCIO AL POR MENOR DE CONGELADOS,01/02/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4564336,-3.6178227,Hortaleza,,,
2018,3863,SUPERMERCADO DE HIPERCOR,AVENIDA ANDES NUM 50 ,472907 - COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,01/02/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4564336,-3.6178227,Hortaleza,,,
2018,2988,HUEVERIA POLLERIA,AVENIDA APOSTOLES NUM 11 ,"472206 - COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",07/05/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4059224,-3.7396227,Latina,,,
2018,2151,JOSE LUIS CARNICERIA SALCHICHERIA,AVENIDA APOSTOLES NUM 20 ,472201 - COMERCIO AL POR MENOR DE CARNICERIA,17/04/2018,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.405989,-3.7398291,Latina,,,
2019,2769,LA FINCA DEL VALLE,AVENIDA ARAGON NUM 299 ,561001 - RESTAURANTE,14/05/2019,Programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.4492605,-3.5608569,Barajas,,,
2018,4361,HOTEL NUEVO BOSTON,AVENIDA ARAGON NUM 332 ,551001 - HOTELES Y MOTELES CON RESTAURANTE,25/06/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4488866,-3.5767612,San Blas-Canillejas,,,
2019,1579,RESTAURANTE EL DESCANSO,AVENIDA ARAGON NUM 343 ,561001 - RESTAURANTE,10/05/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4492189,-3.5591729,Barajas,,,
2018,1504,BAR RESTAURANTE POLO,AVENIDA ARAGON NUM 361 ,561004 - BAR RESTAURANTE,24/05/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.447196,-3.5337207,Barajas,,,
2018,4143,MADRID MARRIOTT AUDITORIUM HOTEL & CONFERENCE CENTER,AVENIDA ARAGON NUM 400 ,562101 - SALONES DE BANQUETES Y PROVISION COMIDAS PARA EVENTOS,24/10/2018,Programada,Prioridad alta,Favorable,Alta,bares/restaurantes,,,,,,,,,40.4482469,-3.5588124,San Blas-Canillejas,,,
2018,5215,RESTAURANTE KALMA,AVENIDA ARAGON NUM 400 ,561004 - BAR RESTAURANTE,24/10/2018,Programada,Prioridad alta,Favorable,Alta,bares/restaurantes,,,,,,,,,40.4482469,-3.5588124,San Blas-Canillejas,,,
2018,4663,LA RUTA DEL SABIO,AVENIDA ARCENTALES NUM 22 ,561005 - BAR CON COCINA,05/12/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4341641,-3.6103621,San Blas-Canillejas,,,
2018,1160,EL RACIMO DE ORO,AVENIDA ARCENTALES NUM 24 ,561004 - BAR RESTAURANTE,27/11/2018,Programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.4338734,-3.6104679,San Blas-Canillejas,,,
2019,4024,ESCUELA MATERNA EL PRINCIPE,AVENIDA ARQUEROS NUM 1 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,01/04/2019,Programada,Prioridad alta,Favorable,Alta,comedor social,2018,6732,16/04/2018,Programada,Prioridad alta,Favorable,Alta,Sin cambios,40.3815798,-3.7920705,Latina,Centro privado,Infantil,
2018,5257,FUNDACION MANANTIAL INTEGRA,AVENIDA ARROYO DEL SANTO NUM 12 ,"562901 - OTROS SERVICIOS DE COMIDAS EN INSTALACIONES DEPORTIVAS, OFICINAS, EMPRESAS O SIMILARES",05/04/2018,Programada,Prioridad alta,Favorable,Alta,bares/restaurantes,,,,,,,,,40.4522369,-3.6205786,Hortaleza,,,
2018,2867,CENTRO DE MAYORES AVE MARIA,AVENIDA ASTER NUM 22 ,562903 - SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES,30/05/2018,Programada,Prioridad media,Favorable,Media,comedor social,,,,,,,,,40.4568837,-3.665428,Chamartín,,,
2019,5042,ALIMENTACION,AVENIDA ASTURIAS NUM 15 ,472911 - OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,26/03/2019,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4673482,-3.6932388,Tetuán,,,
2019,5026,DIA MARKET,AVENIDA ASTURIAS NUM 40 ,"471101 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",11/02/2019,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4696167,-3.695924,Tetuán,,,
2019,5033,EL BARRIO,AVENIDA ASTURIAS NUM 56 ,561005 - BAR CON COCINA,05/02/2019,Programada,Prioridad baja,Favorable condicionado,Baja,bares/restaurantes,2018,8385,23/11/2018,Programada,Prioridad baja,Desfavorable,Alta,Mejora,40.4715221,-3.6978226,Tetuán,,,
2019,2921,COMEDOR ESCOLAR C.P. FELIPE II,AVENIDA ASTURIAS NUM 70 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,04/02/2019,Programada,Prioridad media,Favorable,Media,comedor social,2018,5007,18/05/2018,Programada,Prioridad alta,Favorable,Alta,Sin cambios,40.4731446,-3.6989067,Tetuán,Centro público,Centro Mixto,
2019,2771,LAS BRISAS,AVENIDA ASTURIAS NUM 72 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,07/06/2019,Programada,Prioridad baja,Favorable,Baja,comedor social,2018,4784,03/10/2018,Programada,Prioridad media,Favorable,Media,Sin cambios,40.4733663,-3.6982874,Tetuán,Centro público,Infantil,
2019,4402,PAPA JOHN'S,AVENIDA AURORA BOREAL NUM 12 ,561002 - RESTAURANTES DE COMIDA RAPIDA,16/04/2019,Programada,Prioridad alta,Favorable,Alta,bares/restaurantes,,,,,,,,,40.3986078,-3.602035,Vicálvaro,,,
2018,1061,BAR DELPHINUS,AVENIDA AURORA BOREAL NUM 25 ,561005 - BAR CON COCINA,11/09/2018,Programada,Prioridad media,Favorable condicionado,Media,bares/restaurantes,,,,,,,,,40.3990161,-3.6019891,Vicálvaro,,,
2018,2183,BODEGA BAR JOSE MARI,AVENIDA AVIACION NUM 87 ,563005 - BAR SIN COCINA,06/06/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.3745411,-3.7723811,Latina,,,
2019,95,E.I. AVIACION,AVENIDA AVIACION NUM 89 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,28/02/2019,Programada,Prioridad alta,Favorable,Alta,comedor social,2018,108,01/06/2018,Programada,Prioridad alta,Favorable condicionado,Alta,Mejora,40.3745409,-3.7723781,Latina,Centro privado,Infantil,
2019,2898,COCINA COLEGIO MEJICO,AVENIDA BADAJOZ NUM 74 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,12/03/2019,Programada,Prioridad alta,Favorable,Alta,comedor social,2018,4981,28/06/2018,Programada,Prioridad alta,Desfavorable,Muy Alta,Mejora,40.443482,-3.6507196,Ciudad Lineal,Centro público,Centro Mixto,
2019,3249,"COCINA C.P. EDUCACION ESPECIAL ""INFANTA ELENA""",AVENIDA BADAJOZ NUM 76 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,13/05/2019,Programada,Prioridad alta,Favorable,Alta,comedor social,2018,5518,10/05/2018,Programada,Prioridad alta,Favorable,Alta,Sin cambios,40.4436129,-3.6500555,Ciudad Lineal,Centro público,Educación Especial,
2019,2882,CENTRO MAYORES BUCARAMANGA,AVENIDA BARRANQUILLA NUM 1 ,561006 - CAFETERIA,11/02/2019,Programada,Prioridad alta,Favorable,Alta,bares/restaurantes,2018,4957,23/10/2018,Programada,Prioridad baja,Favorable,Baja,Sin cambios,40.4728178,-3.6398731,Hortaleza,,,
2019,488,ALIMENTACION,AVENIDA BARRANQUILLA NUM 15 ,472911 - OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,30/04/2019,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.47487,-3.63975,Hortaleza,,,
2019,4443,NATUR FRUTAS AUTOSERVICIO,AVENIDA BARRANQUILLA NUM 15 ,472911 - OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,12/02/2019,Programada,Prioridad baja,Favorable condicionado,Baja,comercio,2018,7383,14/06/2018,Programada,Prioridad baja,Desfavorable,Alta,Mejora,40.47487,-3.63975,Hortaleza,,,
2019,1467,PASTELERIA DON BOLLO,AVENIDA BARRANQUILLA NUM 15 ,"472501 - COMERCIO AL POR MENOR DE LECHE, PRODUCTOS LACTEOS Y BEBIDAS REFRESCANTES",21/06/2019,Programada,Prioridad baja,Favorable,Baja,bares/restaurantes,2018,2375,10/12/2018,Programada,Prioridad baja,Favorable condicionado,Baja,Mejora,40.47487,-3.63975,Hortaleza,,,
2019,4456,ROTULO NO INFORMADO,AVENIDA BARRANQUILLA NUM 17 ,561004 - BAR RESTAURANTE,30/04/2019,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4751794,-3.6395537,Hortaleza,,,
2018,3551,BAR LA BARCA RESTAURANTE,AVENIDA BARRANQUILLA NUM 2 ,561004 - BAR RESTAURANTE,25/05/2018,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4751378,-3.6391705,Hortaleza,,,
2019,2016,LA CAIXA,AVENIDA BARRANQUILLA NUM 9 ,561006 - CAFETERIA,10/05/2019,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4743059,-3.6397384,Hortaleza,,,
2018,7684,CARNICERIA R.M.,AVENIDA BETANZOS NUM 14 ,472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,25/06/2018,Programada,Prioridad media,Favorable condicionado,Media,comercio,,,,,,,,,40.4730149,-3.7118058,Fuencarral-El Pardo,,,
2019,1748,HARVARD,AVENIDA BETANZOS NUM 19 ,561006 - CAFETERIA,09/05/2019,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4734722,-3.7119461,Fuencarral-El Pardo,,,
2018,2900,BAR EL RANCHO,AVENIDA BETANZOS NUM 19 ,561006 - CAFETERIA,07/12/2018,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4734722,-3.7119461,Fuencarral-El Pardo,,,
2019,4077,BAR LA CABAÑA,AVENIDA BETANZOS NUM 37 B,561005 - BAR CON COCINA,25/04/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,2018,6837,05/09/2018,Programada,Prioridad media,Desfavorable,Muy Alta,Mejora,40.4747565,-3.7115862,Fuencarral-El Pardo,,,
2018,7712,SUPERMERCADO AHORRAMAS,AVENIDA BETANZOS NUM 37 C,472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,22/05/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4749731,-3.71145,Fuencarral-El Pardo,,,
2018,7713,SUPERMERCADO AHORRAMAS,AVENIDA BETANZOS NUM 37 C,472201 - COMERCIO AL POR MENOR DE CARNICERIA,08/06/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4749731,-3.71145,Fuencarral-El Pardo,,,
2018,7714,SUPERMERCADO AHORRAMAS,AVENIDA BETANZOS NUM 37 C,472302 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,08/06/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4749731,-3.71145,Fuencarral-El Pardo,,,
2018,7715,SUPERMERCADO AHORRAMAS,AVENIDA BETANZOS NUM 37 C,472401 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,08/06/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4749731,-3.71145,Fuencarral-El Pardo,,,
2018,7716,SUPERMERCADO AHORRAMAS,AVENIDA BETANZOS NUM 37 C,472911 - OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,22/05/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4749731,-3.71145,Fuencarral-El Pardo,,,
2019,4074,CAFETERIA TODO BIEN,AVENIDA BETANZOS NUM 4 ,561006 - CAFETERIA,25/04/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,2018,6834,07/12/2018,Programada,Prioridad media,Favorable condicionado,Media,Mejora,40.4723992,-3.7119768,Fuencarral-El Pardo,,,
2019,4073,BAR TXAPELA TABERNA,AVENIDA BETANZOS NUM 5 ,561005 - BAR CON COCINA,09/05/2019,Programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.47219,-3.71269,Fuencarral-El Pardo,,,
2018,4684,CARNICERIA DEL ALBA,AVENIDA BETANZOS NUM 50 ,472201 - COMERCIO AL POR MENOR DE CARNICERIA,24/07/2018,Programada,Prioridad baja,Favorable condicionado,Baja,comercio,,,,,,,,,40.4767196,-3.7114713,Fuencarral-El Pardo,,,
2019,1267,ALIMENTACION Y FRUTOS SECOS,AVENIDA BETANZOS NUM 52 ,"471901 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, SIN PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO",23/01/2019,Programada,Prioridad baja,Favorable,Baja,comercio,2018,2071,13/12/2018,Programada,Prioridad baja,Favorable condicionado,Baja,Mejora,40.4769268,-3.7115786,Fuencarral-El Pardo,,,
2019,1268,ALIMENTACION Y FRUTOS SECOS,AVENIDA BETANZOS NUM 52 ,472907 - COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,09/05/2019,Programada,Prioridad baja,Favorable,Baja,comercio,2018,2072,13/12/2018,Programada,Prioridad baja,Favorable condicionado,Baja,Mejora,40.4769268,-3.7115786,Fuencarral-El Pardo,,,
2019,1266,ASADOR DE POLLOS,AVENIDA BETANZOS NUM 52 ,472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,25/04/2019,Programada,Prioridad media,Favorable,Media,comercio,2018,2070,29/10/2018,Programada,Prioridad media,Desfavorable,Muy Alta,Mejora,40.4769268,-3.7115786,Fuencarral-El Pardo,,,
2019,1259,BAR MAXI,AVENIDA BETANZOS NUM 65 ,561005 - BAR CON COCINA,25/04/2019,Programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.4788419,-3.7126873,Fuencarral-El Pardo,,,
2019,2768,PEQUE'S SCHOOL,AVENIDA BETANZOS NUM 78 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,31/01/2019,Programada,Prioridad alta,Favorable,Alta,comedor social,2018,4780,06/03/2018,Programada,Prioridad alta,Favorable condicionado,Alta,Mejora,40.4824527,-3.7138621,Fuencarral-El Pardo,Centro privado,Infantil,
2018,2031,SUPERSOL,AVENIDA BETANZOS NUM 89 ,"471101 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",12/11/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4820088,-3.7143136,Fuencarral-El Pardo,,,
2018,2032,SUPERSOL,AVENIDA BETANZOS NUM 89 ,472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,12/11/2018,Programada,Prioridad media,Favorable condicionado,Media,comercio,,,,,,,,,40.4820088,-3.7143136,Fuencarral-El Pardo,,,
2018,2033,SUPERSOL,AVENIDA BETANZOS NUM 89 ,472201 - COMERCIO AL POR MENOR DE CARNICERIA,12/11/2018,Programada,Prioridad media,Desfavorable,Muy Alta,comercio,,,,,,,,,40.4820088,-3.7143136,Fuencarral-El Pardo,,,
2018,2034,SUPERSOL,AVENIDA BETANZOS NUM 89 ,472202 - COMERCIO AL POR MENOR DE CHARCUTERIA,12/11/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4820088,-3.7143136,Fuencarral-El Pardo,,,
2018,2035,SUPERSOL,AVENIDA BETANZOS NUM 89 ,472302 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,12/11/2018,Programada,Prioridad media,Favorable condicionado,Media,comercio,,,,,,,,,40.4820088,-3.7143136,Fuencarral-El Pardo,,,
2018,2036,SUPERSOL,AVENIDA BETANZOS NUM 89 ,472402 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,12/11/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4820088,-3.7143136,Fuencarral-El Pardo,,,
2019,2636,ALA SUSHI,AVENIDA BRASIL NUM 17 ,472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,07/03/2019,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4570185,-3.6937439,Tetuán,,,
2018,6477,TAYO BURGUER,AVENIDA BRASIL NUM 19 ,561005 - BAR CON COCINA,21/02/2018,No programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.4573553,-3.6935401,Tetuán,,,
2018,1926,VERXU,AVENIDA BRASIL NUM 30 ,561001 - RESTAURANTE,21/02/2018,Programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.4578294,-3.6932264,Tetuán,,,
2018,8120,COLEGIO MENESIANO - E.I. MENESIANA,AVENIDA BRASILIA NUM 11 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,22/11/2018,Programada,Prioridad alta,Favorable,Alta,comedor social,,,,,,,,,40.4380168,-3.6614129,Salamanca,Centro privado,Centro Mixto,
2019,1156,BURGER KING,AVENIDA BRASILIA NUM 7 ,561001 - RESTAURANTE,28/01/2019,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4363475,-3.6614129,Salamanca,,,
2019,1159,LOS LARES DEL PARQUE,AVENIDA BRASILIA NUM 9 ,561006 - CAFETERIA,07/05/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,2018,1806,14/09/2018,Programada,Prioridad baja,Favorable,Baja,Sin cambios,40.436904,-3.6614236,Salamanca,,,
2019,4898,EL CALLEJON DEL PARQUE,AVENIDA BRUSELAS NUM 39 ,563005 - BAR SIN COCINA,22/03/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,2018,8128,14/09/2018,Programada,Prioridad baja,Favorable,Baja,Sin cambios,40.4366773,-3.664839,Salamanca,,,
2019,1160,BAR EL RELEVO,AVENIDA BRUSELAS NUM 42 ,561005 - BAR CON COCINA,06/03/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4369878,-3.6637895,Salamanca,,,
2019,4903,FELIPE PLAZA CASTEJON,AVENIDA BRUSELAS NUM 43 ,"472206 - COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",22/05/2019,Programada,Prioridad media,Desfavorable,Muy Alta,comercio,,,,,,,,,40.4372877,-3.6641931,Salamanca,,,
2019,4904,FELIPE PLAZA CASTEJON,AVENIDA BRUSELAS NUM 43 ,472406 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS SIN OBRADOR,21/06/2019,Programada,Prioridad media,Favorable condicionado,Media,comercio,,,,,,,,,40.4372877,-3.6641931,Salamanca,,,
2019,1163,HIJOS DE SABINIANO S.L.,AVENIDA BRUSELAS NUM 43 ,"471101 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",13/06/2019,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4372877,-3.6641931,Salamanca,,,
2019,1942,RESTAURANTE ASIATIC XIAN,AVENIDA BRUSELAS NUM 44 ,561004 - BAR RESTAURANTE,26/04/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,2018,3259,12/07/2018,No programada,Prioridad media,Desfavorable,Muy Alta,Mejora,40.4373725,-3.6637614,Salamanca,,,
2019,1164,JAMONERIA BRUSELAS CARNICERIA,AVENIDA BRUSELAS NUM 49 ,471104 - COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,27/06/2019,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4381174,-3.6638885,Salamanca,,,
2019,1165,JAMONERIA BRUSELAS CARNICERIA,AVENIDA BRUSELAS NUM 49 ,472201 - COMERCIO AL POR MENOR DE CARNICERIA,27/06/2019,Programada,Prioridad media,Desfavorable,Muy Alta,comercio,2018,1811,03/04/2018,Programada,Prioridad media,Desfavorable,Muy Alta,Sin cambios,40.4381174,-3.6638885,Salamanca,,,
2019,1166,JAMONERIA BRUSELAS CARNICERIA,AVENIDA BRUSELAS NUM 49 ,472202 - COMERCIO AL POR MENOR DE CHARCUTERIA,27/06/2019,Programada,Prioridad media,Desfavorable,Muy Alta,comercio,2018,1812,03/04/2018,Programada,Prioridad media,Desfavorable,Muy Alta,Sin cambios,40.4381174,-3.6638885,Salamanca,,,
2019,1167,JAMONERIA BRUSELAS CARNICERIA,AVENIDA BRUSELAS NUM 49 ,"472205 - COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA CON OBRADOR",27/06/2019,Programada,Prioridad media,Desfavorable,Muy Alta,comercio,2018,1813,03/04/2018,Programada,Prioridad media,Favorable condicionado,Media,Empeora,40.4381174,-3.6638885,Salamanca,,,
2019,1778,BAR CAFETERIA ELISABETH,AVENIDA BRUSELAS NUM 50 ,561005 - BAR CON COCINA,27/03/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4384017,-3.66313,Salamanca,,,
2018,1814,EL PASO,AVENIDA BRUSELAS NUM 51 ,472402 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,07/06/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4385638,-3.6634626,Salamanca,,,
